user_id,campaign,group,age,income,region,impression,ad_spend,converted,revenue
263,B,B,33,6551,Rural,1,5.81,0,0
264,A,A,43,4823,Rural,0,9.49,0,0
265,B,B,19,7728,Urban,1,1.71,0,0
266,A,A,18,6724,Urban,0,5.63,0,0
267,B,B,29,5270,Rural,1,7.9,0,0
268,B,B,22,8975,Rural,1,6.4,0,0
269,A,A,54,2485,Rural,1,1.21,0,0
270,A,A,49,8676,Rural,1,9.75,0,0
271,A,A,26,2199,Urban,0,3.68,0,0
272,A,A,58,6466,Rural,0,3.24,0,0
273,B,B,52,7109,Urban,0,5.37,0,0
274,B,B,36,3982,Rural,1,5.88,0,0
275,B,B,33,8996,Urban,1,7.9,0,0
276,A,A,20,3471,Urban,1,4.54,0,0
277,A,A,37,6343,Rural,0,4.96,0,0
278,B,B,41,6883,Urban,1,5.81,0,0
279,B,B,50,4311,Rural,0,4.55,0,0
280,A,A,41,9225,Urban,1,9.23,0,0
281,B,B,28,5373,Urban,1,8.66,0,0
282,B,B,25,4078,Rural,0,5.09,0,0
283,B,B,53,3521,Rural,1,1.0,0,0
284,A,A,55,7368,Urban,1,9.11,0,0
285,B,B,57,2604,Urban,1,2.12,0,0
286,A,A,37,5848,Rural,0,3.2,0,0
287,B,B,52,5342,Rural,1,2.37,0,0
288,A,A,42,9773,Rural,1,2.62,0,0
289,B,B,52,7785,Urban,1,8.23,0,0
290,B,B,42,3417,Rural,1,6.22,0,0
291,B,B,46,7916,Rural,1,9.6,0,0
292,A,A,35,6597,Urban,1,3.08,0,0
293,B,B,63,9759,Rural,0,5.37,0,0
294,B,B,35,5875,Rural,0,9.8,0,0
295,A,A,19,9251,Rural,1,8.44,0,0
296,A,A,52,9532,Rural,0,7.56,0,0
297,B,B,33,4933,Urban,1,2.7,0,0
298,B,B,58,2548,Rural,1,7.92,0,0
299,B,B,53,7461,Rural,1,4.13,0,0
300,B,B,50,2838,Rural,1,5.77,0,0
301,B,B,21,7526,Rural,1,6.48,0,0
302,A,A,50,7544,Rural,1,6.48,0,0
303,B,B,31,5815,Rural,0,7.54,0,0
304,A,A,38,9260,Urban,1,6.96,0,0
305,A,A,37,2847,Urban,1,1.62,0,0
306,B,B,25,6709,Urban,1,5.12,0,0
307,A,A,24,6507,Rural,1,6.98,0,0
308,B,B,20,8575,Rural,1,3.66,0,0
309,A,A,34,6773,Rural,1,3.82,0,0
310,A,A,50,6254,Urban,0,2.12,0,0
311,B,B,29,8157,Rural,0,4.77,0,0
312,B,B,39,6468,Urban,1,9.88,0,0
313,A,A,39,4272,Rural,1,3.57,0,0
314,B,B,63,9672,Rural,0,5.78,0,0
315,B,B,47,7192,Urban,1,7.69,0,0
316,A,A,55,5320,Urban,1,1.12,0,0
317,A,A,55,4558,Urban,1,9.1,0,0
318,A,A,62,6698,Urban,1,4.48,0,0
319,B,B,25,6311,Urban,0,8.82,0,0
320,B,B,44,3996,Urban,1,1.35,0,0
321,B,B,44,5673,Rural,1,2.31,0,0
322,A,A,51,3564,Urban,1,3.9,0,0
323,B,B,38,6018,Rural,1,4.11,0,0
324,A,A,47,3840,Rural,0,8.63,0,0
325,A,A,50,8058,Rural,1,1.1,0,0
326,A,A,45,9131,Rural,1,6.77,0,0
327,A,A,64,5291,Rural,0,2.18,0,0
328,A,A,50,4887,Urban,1,8.41,0,0
329,A,A,22,2726,Urban,1,8.01,0,0
330,A,A,36,3244,Urban,1,5.5,0,0
331,B,B,21,5460,Rural,1,2.91,0,0
332,A,A,52,8697,Urban,1,6.71,1,100
333,B,B,34,5718,Rural,1,2.41,0,0
334,B,B,61,3065,Rural,1,2.71,0,0
335,B,B,45,6771,Rural,0,6.64,0,0
336,B,B,47,9016,Rural,1,9.92,0,0
337,B,B,46,2282,Urban,1,9.02,0,0
338,A,A,63,3081,Urban,1,6.34,0,0
339,B,B,23,5885,Urban,0,5.85,0,0
340,B,B,52,4881,Urban,1,9.99,0,0
341,B,B,58,4584,Urban,0,5.93,0,0
342,A,A,54,9240,Rural,1,4.78,0,0
343,B,B,41,8004,Urban,0,9.19,0,0
344,B,B,46,4970,Rural,1,3.11,0,0
345,B,B,63,3152,Rural,1,1.88,0,0
346,B,B,48,9766,Rural,1,6.71,0,0
347,A,A,52,8985,Urban,0,1.86,0,0
348,B,B,50,5497,Rural,1,4.36,0,0
349,A,A,38,2947,Rural,1,4.81,0,0
350,A,A,49,6760,Urban,1,5.93,1,100
351,B,B,40,3717,Rural,0,9.92,0,0
352,B,B,50,7244,Rural,0,2.99,0,0
353,A,A,20,2066,Rural,1,4.38,0,0
354,B,B,35,8149,Urban,1,2.19,1,120
355,B,B,42,2636,Rural,1,6.47,0,0
356,B,B,59,2313,Rural,0,7.55,0,0
357,A,A,48,5397,Urban,0,5.34,0,0
358,A,A,20,2564,Urban,1,3.21,0,0
359,B,B,57,3601,Rural,1,6.59,0,0
360,B,B,63,2825,Urban,0,5.85,0,0
361,A,A,41,8649,Urban,0,2.54,0,0
362,A,A,49,7201,Urban,1,4.65,0,0
363,A,A,64,5670,Urban,1,4.92,0,0
364,A,A,39,3025,Urban,1,9.84,0,0
365,A,A,40,4251,Urban,1,8.64,0,0
366,A,A,19,6757,Urban,1,7.61,0,0
367,A,A,44,2804,Rural,1,9.0,0,0
368,B,B,59,4451,Urban,1,7.62,0,0
369,A,A,19,9270,Urban,1,9.13,0,0
370,A,A,43,6631,Urban,1,1.49,0,0
371,B,B,34,3391,Rural,1,5.1,0,0
372,B,B,57,3235,Urban,0,7.72,0,0
373,B,B,50,8720,Urban,1,6.25,0,0
374,A,A,26,6032,Rural,1,2.58,0,0
375,A,A,60,5280,Urban,1,4.06,1,100
376,B,B,56,8906,Rural,0,3.86,0,0
377,B,B,46,8016,Rural,0,3.35,0,0
378,B,B,59,8260,Urban,1,4.09,0,0
379,A,A,43,6723,Rural,0,5.63,0,0
380,B,B,52,6844,Urban,1,8.69,0,0
381,A,A,42,5549,Urban,0,7.68,0,0
382,A,A,41,6200,Rural,1,8.52,0,0
383,A,A,30,8638,Rural,1,8.95,0,0
384,A,A,24,9938,Urban,1,4.75,0,0
385,B,B,53,6141,Urban,1,4.11,0,0
386,B,B,62,8966,Rural,1,1.52,1,120
387,B,B,37,3354,Urban,0,9.37,0,0
388,A,A,18,7335,Urban,0,1.59,0,0
389,B,B,25,7077,Urban,1,7.67,0,0
390,A,A,63,7055,Rural,1,4.4,0,0
391,A,A,33,7611,Urban,1,9.54,0,0
392,A,A,31,3836,Urban,1,4.78,0,0
393,B,B,29,4892,Urban,1,8.35,0,0
394,A,A,40,4496,Rural,1,3.54,0,0
395,A,A,32,4583,Rural,0,3.69,0,0
396,B,B,45,4558,Rural,1,6.36,0,0
397,B,B,51,7577,Urban,1,9.98,1,120
398,B,B,19,5618,Rural,1,5.66,0,0
399,A,A,49,3559,Urban,1,9.43,0,0
400,A,A,40,8683,Rural,1,8.08,0,0
401,B,B,39,3507,Urban,0,8.16,0,0
402,A,A,42,6071,Rural,1,4.92,1,100
403,A,A,39,4063,Urban,1,4.48,0,0
404,B,B,39,5642,Urban,0,2.73,0,0
405,B,B,59,4000,Rural,1,9.68,0,0
406,B,B,23,8386,Urban,0,9.63,0,0
407,B,B,32,8069,Rural,1,7.72,0,0
408,B,B,60,9374,Rural,1,3.67,0,0
409,B,B,54,7007,Urban,0,3.21,0,0
410,B,B,50,3294,Urban,0,9.9,0,0
411,B,B,25,8904,Rural,1,1.6,0,0
412,A,A,61,6065,Rural,1,8.59,0,0
413,A,A,61,7898,Rural,0,4.2,0,0
414,A,A,22,4752,Urban,1,4.77,0,0
415,A,A,56,3753,Rural,1,8.49,0,0
416,A,A,21,6210,Urban,0,1.82,0,0
417,A,A,23,3603,Urban,1,4.19,0,0
418,A,A,62,3322,Rural,0,9.57,0,0
419,A,A,49,7956,Rural,0,7.29,0,0
420,A,A,47,9650,Urban,1,7.79,0,0
421,A,A,64,8540,Urban,0,7.82,0,0
422,A,A,52,4441,Urban,1,1.55,0,0
423,B,B,57,3098,Urban,1,2.83,0,0
424,A,A,33,7073,Rural,1,5.42,0,0
425,B,B,30,3505,Urban,0,4.31,0,0
426,A,A,59,3126,Rural,0,4.7,0,0
427,B,B,47,2296,Rural,1,8.03,0,0
428,A,A,36,5049,Rural,1,1.13,0,0
429,B,B,34,4225,Urban,0,6.94,0,0
430,A,A,36,9382,Urban,1,1.0,0,0
431,B,B,45,9110,Rural,1,1.57,0,0
432,A,A,43,8458,Rural,1,4.67,0,0
433,B,B,54,7158,Rural,0,8.57,0,0
434,A,A,43,6354,Rural,0,2.3,0,0
435,B,B,40,5787,Urban,0,5.99,0,0
436,B,B,26,8150,Rural,1,7.11,0,0
437,B,B,29,4096,Urban,0,3.07,0,0
438,B,B,18,5609,Urban,1,5.61,0,0
439,B,B,18,4208,Urban,0,9.2,0,0
440,B,B,64,7988,Urban,1,5.61,0,0
441,B,B,51,2175,Rural,1,2.42,0,0
442,B,B,49,9758,Urban,1,6.65,0,0
443,A,A,42,9169,Rural,1,6.33,0,0
444,A,A,57,7096,Urban,0,1.24,0,0
445,A,A,62,8014,Rural,0,1.82,0,0
446,B,B,18,4502,Rural,1,2.41,0,0
447,B,B,33,5999,Rural,0,2.23,0,0
448,A,A,56,3667,Rural,1,3.34,0,0
449,A,A,22,6371,Rural,0,5.09,0,0
450,B,B,39,4545,Urban,0,4.35,0,0
451,B,B,46,9796,Rural,0,9.02,0,0
452,A,A,20,2675,Urban,1,6.51,0,0
453,B,B,29,3823,Rural,1,8.89,0,0
454,A,A,43,7147,Urban,0,5.74,0,0
455,B,B,33,3356,Urban,1,1.81,0,0
456,A,A,54,5072,Urban,0,5.17,0,0
457,A,A,39,5259,Rural,0,8.4,0,0
458,B,B,46,8199,Urban,1,2.75,0,0
459,A,A,31,2546,Rural,0,1.82,0,0
460,B,B,45,7231,Rural,0,3.96,0,0
461,B,B,22,9965,Urban,1,4.5,0,0
462,B,B,64,9477,Urban,1,3.76,0,0
463,B,B,47,4083,Rural,0,2.22,0,0
464,B,B,63,4040,Rural,1,3.26,0,0
465,A,A,22,6534,Rural,1,7.14,0,0
466,B,B,29,3752,Rural,0,4.47,0,0
467,B,B,33,3615,Rural,1,6.69,0,0
468,A,A,43,3849,Rural,0,5.83,0,0
469,B,B,43,4642,Urban,1,5.94,0,0
470,A,A,38,3600,Rural,1,3.24,0,0
471,B,B,56,5396,Rural,0,5.69,0,0
472,A,A,53,7759,Urban,1,1.21,0,0
473,B,B,50,6402,Urban,0,4.89,0,0
474,B,B,47,5605,Urban,0,6.15,0,0
475,B,B,54,5799,Rural,0,2.64,1,120
476,B,B,40,2618,Urban,1,3.31,0,0
477,B,B,27,3132,Urban,1,2.98,1,120
478,A,A,22,7491,Rural,0,1.64,0,0
479,A,A,53,8500,Rural,1,4.13,0,0
480,B,B,51,8324,Rural,1,9.81,0,0
481,A,A,48,7475,Rural,1,4.18,0,0
482,B,B,27,7795,Urban,1,5.14,0,0
483,B,B,36,4115,Rural,0,6.88,0,0
484,B,B,49,4339,Urban,0,6.84,0,0
485,A,A,18,4739,Rural,0,9.55,0,0
486,B,B,22,6276,Urban,1,8.72,0,0
487,A,A,62,9633,Rural,0,8.15,0,0
488,B,B,21,8577,Rural,1,9.56,0,0
489,B,B,33,3487,Rural,1,3.08,0,0
490,A,A,41,9848,Urban,1,6.55,0,0
491,B,B,33,7009,Urban,0,8.98,0,0
492,A,A,19,3557,Urban,0,6.62,0,0
493,B,B,45,4113,Rural,0,9.8,0,0
494,B,B,49,3044,Urban,0,1.9,0,0
495,B,B,44,7731,Rural,0,4.95,0,0
496,A,A,37,4431,Rural,1,9.8,0,0
497,B,B,41,9979,Rural,0,4.42,0,0
498,A,A,29,7734,Urban,1,7.66,0,0
499,B,B,52,3582,Rural,1,1.27,0,0
500,B,B,50,8182,Urban,1,7.25,0,0
501,A,A,50,3308,Rural,1,9.41,0,0
502,B,B,60,6917,Rural,1,4.44,1,120
503,B,B,54,2601,Rural,1,1.19,0,0
504,A,A,29,3620,Urban,1,1.25,0,0
505,A,A,20,6880,Urban,0,9.03,0,0
506,A,A,18,9503,Rural,0,7.5,0,0
507,B,B,50,7307,Urban,1,1.96,0,0
508,A,A,57,6766,Urban,1,1.49,0,0
509,A,A,27,7362,Rural,1,8.24,0,0
510,B,B,60,7192,Rural,1,8.29,0,0
511,A,A,61,8622,Urban,1,2.08,0,0
512,A,A,46,8093,Rural,0,3.71,0,0
513,B,B,30,8704,Rural,1,8.02,0,0
514,A,A,29,2100,Urban,1,5.73,1,100
515,B,B,48,8657,Urban,1,9.61,0,0
516,A,A,63,7875,Rural,1,5.33,0,0
517,A,A,19,6271,Urban,1,7.09,0,0
518,B,B,52,2237,Urban,1,5.59,1,120
519,A,A,40,9053,Rural,0,9.49,0,0
520,B,B,34,9226,Rural,1,4.59,0,0
521,A,A,43,7218,Rural,1,3.07,0,0
522,A,A,25,6025,Rural,1,3.94,0,0
523,B,B,46,4918,Urban,1,8.67,0,0
524,B,B,43,8073,Urban,1,5.48,0,0
525,A,A,27,4542,Rural,1,4.19,0,0
526,A,A,43,9090,Rural,1,5.9,0,0
527,A,A,51,4003,Rural,1,2.2,0,0
528,B,B,58,3537,Rural,1,1.05,1,120
529,B,B,24,2754,Urban,1,3.53,0,0
530,A,A,21,5368,Urban,1,6.45,0,0
531,A,A,62,4258,Rural,1,7.41,0,0
532,A,A,28,7242,Rural,1,8.44,0,0
533,B,B,46,9396,Urban,1,9.34,0,0
534,A,A,53,5665,Urban,1,4.71,0,0
535,B,B,42,9823,Urban,1,7.66,0,0
536,B,B,38,7507,Urban,1,1.67,0,0
537,A,A,53,6235,Rural,1,1.52,0,0
538,B,B,27,2540,Urban,1,2.12,1,120
539,B,B,54,7510,Urban,0,5.04,0,0
540,A,A,26,2269,Urban,0,2.9,0,0
541,A,A,41,9926,Rural,0,3.58,0,0
542,A,A,52,7131,Rural,0,6.83,0,0
543,A,A,52,7986,Urban,0,4.23,0,0
544,A,A,53,5460,Urban,0,6.02,0,0
545,A,A,35,5408,Rural,1,4.71,0,0
546,A,A,56,2505,Rural,1,2.52,0,0
547,B,B,49,3129,Urban,1,1.67,0,0
548,A,A,41,4079,Rural,1,3.13,1,100
549,A,A,40,5145,Urban,0,1.52,0,0
550,A,A,49,5242,Rural,1,6.57,0,0
551,A,A,54,7968,Urban,0,8.16,0,0
552,A,A,29,7188,Urban,1,4.06,0,0
553,A,A,30,6908,Rural,1,4.48,0,0
554,B,B,40,2361,Urban,1,8.35,0,0
555,A,A,42,5720,Rural,1,3.0,1,100
556,B,B,52,3456,Rural,1,2.07,0,0
557,A,A,58,7024,Rural,0,5.51,0,0
